gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SNX31,25.61952338,1.261423608,0.356957936,3.533815833,4.09606e-4,0.002703748
LINC00323,15.27857806,1.261198293,0.313589839,4.021808547,5.78e-5,5.50069e-4
LOC105375762,2.290531159,1.260467872,0.483073869,2.609265277,0.009073687,0.033188862
SLC2A2,12.3646638,1.25935349,0.47469162,2.652992884,0.007978155,0.029966221
LOC105372558,4.923806772,1.257997324,0.422803383,2.975371942,0.002926335,0.01332739
PPP1R14A,361.5205253,1.253549554,0.344978135,3.633707258,2.79378e-4,0.001987534
HSPA2,3512.330935,1.251120403,0.290453549,4.307471565,1.65e-5,1.96899e-4
LOC105375670,2.635423289,1.250838255,0.486335036,2.571968214,0.010112218,0.036146585
HMX1,22.86785441,1.249863855,0.311345924,4.01438965,5.96e-5,5.63712e-4
LOC107986010,14.07589843,1.249324151,0.426305584,2.930583593,0.00338326,0.014955556
NUPR1,233.4327158,1.24851114,0.202900779,6.15330876,7.59e-10,4.37e-8
TTYH2,2527.955508,1.248070754,0.278860201,4.475614482,7.62e-6,1.03783e-4
LOC112267914,29.99424964,1.246544806,0.452741867,2.753323463,0.005899358,0.023465434
MT1A,6.66885729,1.246430741,0.320834503,3.884964768,1.02345e-4,8.72524e-4
LOC107985728,13.21154775,1.246187482,0.331482352,3.759438392,1.70295e-4,0.001323447
TMEM63A,1699.798596,1.244860182,0.35048193,3.551852681,3.82529e-4,0.002559574
GALNT6,306.2514839,1.243769564,0.355629786,3.497371736,4.69867e-4,0.003015009
CHN2-AS1,14.19309713,1.24360048,0.426404723,2.916479142,0.003540064,0.015528042
AEBP1,926.3522788,1.242993148,0.280768662,4.427107855,9.55e-6,1.2508e-4
TARID,7.677481958,1.242785106,0.375984552,3.305415342,9.48357e-4,0.005321415
SPSB1,171.3438723,1.242572138,0.21272663,5.841168734,5.18e-9,2.2e-7
DRC7,16.39463209,1.242064587,0.361958119,3.431514647,6.00221e-4,0.00368808
TMEM144,4288.582742,1.24171457,0.330467373,3.757449812,1.71654e-4,0.001332681
CCDC153,8.124183577,1.241448264,0.382566096,3.245055633,0.001174277,0.006379714
ACSM5,155.3005656,1.240669877,0.231866644,5.35079068,8.76e-8,2.39e-6
LINC01948,2.10966922,1.240151844,0.491689243,2.52222692,0.011661445,0.040527641
LNCTAM34A,2.022458249,1.240087815,0.484705862,2.558433708,0.010514487,0.037277876
CFAP73,15.47009904,1.239762292,0.384111581,3.227609774,0.001248291,0.006709593
BNC1,2.69218193,1.239546254,0.46660623,2.65651458,0.007895304,0.029698036
TFAP2A,2.203349042,1.238807247,0.433886811,2.855139213,0.0043017970000000004,0.018166368
LOC105371356,2.639172862,1.23784707,0.433399612,2.856133315,0.00428835,0.018116919
ANP32AP1,2.679786067,1.23759489,0.484042966,2.556787262,0.01056438,0.037403908
LRRC63,101.6456747,1.23754333,0.384603324,3.21771356,0.001292168,0.006907458
TREM1,8.181291586,1.237276328,0.477710589,2.590012359,0.009597249,0.034670213
FXYD4,9.785076551,1.236432511,0.380985234,3.245355461,0.001173041,0.006374107
LOC112268274,19.4600444,1.236157647,0.275824749,4.481677779,7.41e-6,1.01629e-4
THEMIS2,200.4362458,1.23566724,0.207189605,5.963944182,2.46e-9,1.17e-7
RBP7,75.95702837,1.235074819,0.371896165,3.321020588,8.96889e-4,0.005076315
MYRF,3193.810401,1.234750022,0.370012868,3.337046165,8.46739e-4,0.004839745
POU4F1,6.365962936,1.232493985,0.336766044,3.659792923,2.52419e-4,0.001827746
MIR10398,9.257383258,1.232020616,0.436871093,2.820101023,0.004800853,0.019887342
LINC01206,2.593294516,1.230606104,0.465668988,2.642662782,0.008225691,0.030685727
LOC101929116,5.633905127,1.230313398,0.484335445,2.540209293,0.011078615,0.03882044
LOC107985993,9.147978059,1.229938367,0.30859438300000003,3.985614886,6.73e-5,6.23958e-4
NALT1,2.504758491,1.228091052,0.399539905,3.073763188,0.002113771,0.010273543
EN2,3.679254211,1.226388023,0.449323572,2.729409491,0.006344786,0.024904739
LOC107985392,16.22683552,1.22500457,0.409226338,2.993464632,0.002758295,0.012721333
EPCAM-DT,13.02048781,1.224272985,0.297643738,4.113216001,3.9e-5,4.03041e-4
ABI3BP,201.0021608,1.221299471,0.227443667,5.369678946,7.89e-8,2.19e-6
CMTM5,519.5289047,1.221028713,0.298284186,4.093508033,4.25e-5,4.30231e-4
CLEC18B,21.26086729,1.22037494,0.313578009,3.891774636,9.95e-5,8.53972e-4
CHADL,577.3665841,1.220078694,0.289860842,4.209187714,2.56e-5,2.83751e-4
CNDP1,2297.00174,1.219973303,0.327529448,3.724774395,1.9549e-4,0.001485407
MOBP,12756.25192,1.218309152,0.40879616,2.980236293,0.002880261,0.013156422
BMS1P4,3.714846573,1.218280191,0.406667903,2.995761857,0.002737601,0.012642668
SLC1A5,99.58829257,1.218119455,0.170718437,7.135254282,9.66e-13,1.54e-10
CHRNA3,23.84817376,1.218061847,0.479699255,2.539219802,0.01111,0.038899919
LOC105376456,2.657271917,1.21738002,0.453243124,2.68593158,0.00723279,0.027702231
DBNDD2,432.9637641,1.217239808,0.344587136,3.532458649,4.11715e-4,0.002711942
OTOG,6.052874495,1.216728957,0.41473708,2.933735649,0.003349093,0.014835966
TNFRSF12A,19.38828738,1.21672631,0.26031651,4.674026665,2.95e-6,4.72e-5
PRR5L,321.0086287,1.215596239,0.281993478,4.310724655,1.63e-5,1.94395e-4
SLC26A9,30.79040483,1.215415411,0.304638583,3.989696242,6.62e-5,6.161e-4
OLR1,385.5896691,1.214021313,0.2517133,4.823032052,1.41e-6,2.57e-5
CTSV,24.69643979,1.21377467,0.362919456,3.344473956,8.24388e-4,0.004744058
LINC01094,638.2744941,1.212883459,0.297542238,4.076340451,4.58e-5,4.56595e-4
IL1A,23.52104964,1.211517792,0.34596466,3.501854183,4.62032e-4,0.0029745
S1PR3,198.6111682,1.210256163,0.238813272,5.067792734,4.02e-7,8.78e-6
SMOC1,745.6622718,1.209023478,0.137826216,8.77208645,1.75e-18,1.93e-15
FAM189A2,302.4439174,1.208852867,0.169389154,7.136542335,9.57e-13,1.54e-10
LOC105377382,58.41874945,1.208225262,0.42704291,2.829283035,0.004665242,0.019422469
ADORA3,117.1072925,1.207966169,0.182209286,6.629553278,3.37e-11,3.17e-9
LDB3,539.5403895,1.207021339,0.346663765,3.481821466,4.98016e-4,0.003170922
LINC02278,13.95793542,1.206888317,0.41451518,2.911566031,0.003596219,0.015734652
LOC100507472,18.93607234,1.206125213,0.439052164,2.747111415,0.006012271,0.023826716
RPE65,28.33006623,1.205941075,0.363389333,3.318592391,9.04724e-4,0.005111412
CD9,1206.349187,1.204436824,0.239840505,5.021824085,5.12e-7,1.07e-5
BTG4,6.748492504,1.204394978,0.406464129,2.963102747,0.003045549,0.01375222
SPATA13-AS1,5.028293589,1.20403831,0.472314956,2.549227575,0.010796182,0.038056664
ITGA2,444.8484477,1.202256847,0.269893686,4.454557138,8.41e-6,1.12501e-4
LOC105371310,5.665220899,1.202176437,0.376329774,3.194476017,0.001400849,0.007370064
ROPN1L,19.45235937,1.202099666,0.36369917,3.305203217,9.49076e-4,0.005324489
ENPP2,4988.430283,1.201247969,0.33678894,3.566767866,3.61411e-4,0.002442074
VCAN,6255.075654,1.197787364,0.168900314,7.0916823,1.32e-12,2.01e-10
CYB5R2,243.2243662,1.197430926,0.320035931,3.741551528,1.82888e-4,0.001405943
CLCA4,137.3225894,1.193718561,0.325632668,3.66584399,2.46524e-4,0.001795867
GPR37,3239.148109,1.190823895,0.336613262,3.537661855,4.03687e-4,0.00267483
RNU1-1,6.32659367,1.189599392,0.376545378,3.159245771,0.00158178,0.008135911
JUNB,879.6580687,1.189155313,0.268668503,4.426106149,9.59e-6,1.25504e-4
FZD10-AS1,20.88735909,1.189018932,0.249286579,4.769686915,1.85e-6,3.22e-5
GPR62,296.0509199,1.188706637,0.315423692,3.76860289,1.64164e-4,0.001284732
ZBTB20-AS5,7.892557735,1.187671211,0.39398717,3.014492095,0.002574099,0.012040427
TP73,27.50833807,1.18661181,0.252772751,4.694381827,2.67e-6,4.37e-5
S1PR5,395.9085959,1.1861174,0.348046775,3.407925273,6.54588e-4,0.003954577
C22orf31,8.219130925,1.186090567,0.32337741,3.667821351,2.44626e-4,0.001785781
GINS3,41.46939411,1.185528289,0.184952026,6.40992322,1.46e-10,1.08e-8
LOC107985876,14.31256388,1.185065758,0.348673005,3.398788378,6.76851e-4,0.004053848
C3AR1,220.8230817,1.184057443,0.210205845,5.632847377,1.77e-8,6.29e-7
ADAMTS4,1194.208032,1.183909313,0.394132112,3.003838753,0.002665966,0.012384965
SEMA3B,1732.794067,1.183077517,0.277600003,4.26180657,2.03e-5,2.34465e-4
PPP2R2B-IT1,32.75486864,1.182291156,0.410822168,2.877866018,0.004003751,0.017103956
CFAP300,22.37699988,1.181138664,0.34564689,3.417182968,6.32727e-4,0.003845527
LOC105372850,12.69774964,1.180983825,0.254146647,4.646859756,3.37e-6,5.27e-5
LOC101927397,14.14014036,1.18092539,0.340061271,3.472684166,5.15281e-4,0.00325897
MYZAP,7.713234295,1.178993266,0.416860397,2.828268824,0.004680049,0.01947458
TMEM74,469.3775986,1.175574134,0.206028958,5.705868454,1.16e-8,4.38e-7
LINC01010,24.11441627,1.175258647,0.423885177,2.772587274,0.00556126,0.022368006
FYB2,40.29037312,1.1751232,0.318062836,3.694625921,2.20211e-4,0.001635791
IGSF9,7.453793752,1.174068766,0.305393468,3.844446231,1.20825e-4,0.001002034
IFNK,21.2291559,1.173761601,0.367003189,3.198232706,0.001382727,0.007290655
TAB2-AS1,121.9473952,1.173660178,0.350584865,3.34772061,8.14791e-4,0.004702672
HK2,335.6833902,1.173659995,0.20860266,5.626294491,1.84e-8,6.47e-7
PLLP,1708.699603,1.172933871,0.29110667,4.029223615,5.6e-5,5.36927e-4
LOC105369625,4.646697503,1.172695192,0.480713632,2.439488115,0.014708086,0.048758912
PDK4,1441.792724,1.171413793,0.15709486,7.456728946,8.87e-14,2e-11
CNP,19407.25275,1.171403639,0.308889846,3.792302189,1.49257e-4,0.001191316
ERBB3,1527.283692,1.17103238,0.316303651,3.702241114,2.13703e-4,0.001597694
LOC645261,18.13802179,1.170399628,0.365798154,3.199577734,0.001376291,0.007261616
LOC105371688,8.767724154,1.168808825,0.404376003,2.890401057,0.003847506,0.016580105
RNU1-2,10.01717554,1.168801047,0.302194823,3.867707053,1.09864e-4,9.23977e-4
MOB3B,802.2055902,1.16782715,0.215830832,5.4108448750000004,6.27e-8,1.8e-6
GIPR,26.4487311,1.167638465,0.41512237,2.812757274,0.004911871,0.02026406
LINC01352,10.71242196,1.16749319,0.347451736,3.360159322,7.78975e-4,0.004539501
FAM107B,2222.49789,1.167396522,0.339596802,3.437595746,5.86903e-4,0.003621899
LIPE,469.5789941,1.166530799,0.287413344,4.058721776,4.93e-5,4.84714e-4
GRK1,1.853510326,1.164971795,0.477490167,2.4397817490000002,0.014696138,0.048724463
TMC6,920.1940127,1.16495076,0.299431535,3.890541323,1.00021e-4,8.57854e-4
SCIN,185.3432988,1.163459541,0.285625245,4.073377824,4.63e-5,4.61415e-4
CCN1,129.1873853,1.163430701,0.333522032,3.488317384,4.86071e-4,0.00310371
PLEKHH1,4751.293125,1.163061353,0.369555111,3.147193259,0.00164846,0.008427615
CLECL1,4.399872371,1.162711155,0.430176815,2.702868018,0.006874404,0.026538199
LOC101928832,77.04041782,1.162074667,0.35936744,3.233667101,0.001222118,0.006588152
SIGLEC7,4.87146085,1.161227481,0.34724332,3.34413195,8.25405e-4,0.004746418
STON1,57.22921588,1.161070338,0.254560618,4.561076045,5.09e-6,7.44e-5
C10orf90,666.9353142,1.160083403,0.316622412,3.663933309,2.48371e-4,0.001804702
ST18,1897.113268,1.159465547,0.351513359,3.298496394,9.72041e-4,0.005422219
LINC01856,4.713547928,1.15921774,0.452771721,2.560269748,0.010459095,0.037123556
LOC101927967,23.84361064,1.156912029,0.400328852,2.889904196,0.003853592,0.016596174000000002
RTKN,1034.331011,1.154993929,0.276017935,4.184488695,2.86e-5,3.10607e-4
RASGRP3,766.9197445,1.154030941,0.31374481,3.67824711,2.34842e-4,0.001727256
ADAMTS14,100.152424,1.153282028,0.445022347,2.591514867,0.009555441,0.034547105
C5AR2,63.7939739,1.153174188,0.303976529,3.793629041,1.48461e-4,0.001185584
NCMAP,27.65727733,1.152762118,0.231504746,4.979431911,6.38e-7,1.3e-5
RORC,4.511055006,1.152243849,0.469994451,2.451611601,0.014221808,0.047453548
FGF1,5217.69756,1.152143079,0.188583357,6.109463179,1e-9,5.49e-8
SFRP4,70.13693782,1.151375852,0.273842888,4.204512527,2.62e-5,2.88964e-4
CFAP47,121.8047982,1.150318933,0.303742144,3.787156164,1.52381e-4,0.001210693
SLFN13,25.94287138,1.149974683,0.245661703,4.681131291,2.85e-6,4.6e-5
IGFBP1,5.934553734,1.149332214,0.440245348,2.610662942,0.009036691,0.033084483
LOC101930276,46.31084055,1.148794269,0.374791243,3.065157711,0.002175552,0.010520662
ERMN,9669.906862,1.148281694,0.391555082,2.932618545,0.003361166,0.014869219
LOC105370169,84.2732056,1.148190704,0.369405223,3.108214593,0.001882213,0.009354969
TSPAN15,635.6291354,1.147108129,0.296709398,3.866099751,1.1059e-4,9.28147e-4
C2orf88,21.61757732,1.146153516,0.242064063,4.734918115,2.19e-6,3.7e-5
LINC02056,3.821391392,1.144010334,0.371429612,3.080019197,0.002069873,0.010109502
GLIS3,459.4865399,1.143829455,0.182532691,6.266436162,3.69e-10,2.36e-8
ZNF652-AS1,17.90746651,1.143751773,0.306013513,3.737585838,1.85796e-4,0.001425497
SFRP2,416.0327859,1.143444928,0.255033251,4.483513116,7.34e-6,1.01022e-4
LOC105379155,3.097646521,1.143241044,0.469747867,2.433733338,0.014944,0.049337118
SYTL4,196.8715077,1.143101712,0.218508938,5.231372784,1.68e-7,4.19e-6
BIRC7,6.213404422,1.141132301,0.366763796,3.111354806,0.00186231,0.009269482
LINC01354,78.32241123,1.139986484,0.222954327,5.11309423,3.17e-7,7.18e-6
STX11,25.16515641,1.138764442,0.226164346,5.035119198,4.78e-7,1.01e-5
LGR5,206.1274334,1.138658585,0.337094811,3.377858534,7.30527e-4,0.004309954
LINC00706,20.42627526,1.136450025,0.356777239,3.185320986,0.001445935,0.007556443
ZNF474,6.211009836,1.13600855,0.416930508,2.724695193,0.006436087,0.025203042
LOC105371366,34.92610558,1.134010643,0.423981533,2.674669895,0.007480286,0.028441269
CD2,4.754218279,1.132524165,0.427472474,2.649349923,0.008064678,0.030204411
AQP6,35.50300416,1.131633795,0.210084593,5.386562512,7.18e-8,2.03e-6
LRRC1,299.5109541,1.131033562,0.237589952,4.760443575,1.93e-6,3.33e-5
NAPSB,67.38604164,1.129003204,0.255787189,4.413837966,1.02e-5,1.3092e-4
PCBP3-AS1,4.808196449,1.128791408,0.404514403,2.790485087,0.005262912,0.021447951
DUOXA1,10.68284597,1.12874996,0.380485916,2.966601157,0.003011113,0.013618343
GLDN,1773.584954,1.127892649,0.393119207,2.869085587,0.004116604,0.017516701
TMEM125,472.8876815,1.127318935,0.342973534,3.286897747,0.001012976,0.005618507
FAM178B,55.59805916,1.1266827,0.355352284,3.170607734,0.001521204,0.007889182
CHST8,104.6563513,1.126525282,0.282550931,3.986981321,6.69e-5,6.21113e-4
CDC42EP1,720.94026,1.125755727,0.314155487,3.583434872,0.00033910500000000003,0.002317084
CERCAM,2872.751632,1.124974646,0.420383004,2.676070715,0.007449093,0.028347632
FOSB,235.3081777,1.124675887,0.382117373,2.943273364,0.003247615,0.014468373
MYO1E,736.0010538,1.124510173,0.280714911,4.005879739,6.18e-5,5.81237e-4
ANTXR1,1976.858359,1.124452013,0.189488103,5.934156255,2.95e-9,1.37e-7
CXCL2,26.78914116,1.124127353,0.271799207,4.135874298,3.54e-5,3.72011e-4
CPXM2,81.64775616,1.123854663,0.247675104,4.537616597,5.69e-6,8.19e-5
LOC105370787,3.528899605,1.123595725,0.360392385,3.117701071,0.001822676,0.009118624
LOC105375172,5.13412257,1.122897379,0.420147313,2.672627777,0.007525971,0.028581181
RGS9,136.9423308,1.122547736,0.179538028,6.252423212,4.04e-10,2.55e-8
SYTL3,39.96569072,1.122503304,0.182943319,6.135798277,8.47e-10,4.77e-8
ELN,229.6150454,1.122477684,0.201398053,5.573428683,2.5e-8,8.3e-7
DDX19A-DT,9.346468098,1.120806797,0.284406593,3.940860815,8.12e-5,7.26205e-4
RHOU,2409.788257,1.119704963,0.245819345,4.554991242,5.24e-6,7.63e-5
TMEM235,419.0572425,1.118988665,0.376212604,2.974351875,0.002936082,0.013365943
SH3TC1,256.7960657,1.118949854,0.14875435,7.522131992,5.39e-14,1.31e-11
ALDH3A1,8.035930384,1.118893006,0.395384564,2.829885406,0.004656468,0.019394511
FPR1,131.9310023,1.11751365,0.207932746,5.374399525,7.68e-8,2.14e-6
S100A10,182.8814594,1.117200333,0.21619566,5.167542828,2.37e-7,5.6e-6
SIGLEC14,58.88834257,1.116925757,0.204005625,5.47497531,4.38e-8,1.33e-6
TPTEP1,56.50903029,1.116871797,0.312409182,3.57502872,3.50189e-4,0.00237673
MATN1-AS1,24.67482535,1.116812731,0.350112863,3.189864896,0.001423393,0.00745982
CTNNA3,1750.362971,1.116686063,0.334231473,3.341055984,8.34604e-4,0.004782617
SERPINB9-AS1,9.403678713,1.116527053,0.291434214,3.831146107,1.27548e-4,0.001044837
TMCC3,980.5208393,1.115343176,0.245476778,4.54357917,5.53e-6,7.98e-5
CYTIP,35.46119292,1.11412131,0.196487574,5.670187111,1.43e-8,5.21e-7
DEUP1,6.121677423,1.113860562,0.308829284,3.606719381,3.10093e-4,0.00215988
BAALC-AS1,46.01009706,1.11353384,0.216679182,5.139090101,2.76e-7,6.38e-6
DMRTA2,17.9747356,1.113403968,0.411965208,2.702665048,0.006878602,0.026547146
DOCK5,1855.674346,1.112920556,0.319480666,3.48353022,4.94847e-4,0.003153316
LOC107985119,6.122994977,1.112780964,0.327128137,3.401666925,6.69762e-4,0.004017545
ANGPTL4,239.6267332,1.110981737,0.199049936,5.581422214,2.39e-8,8.03e-7
LINC03013,306.6873223,1.110405873,0.320264636,3.467151062,5.26006e-4,0.003311405
EFEMP1,1146.868486,1.109775034,0.21854048,5.078121142,3.81e-7,8.35e-6
AQP4-AS1,63.14469323,1.109723568,0.294386917,3.769608989,1.63503e-4,0.001281166
CD7,5.219221922,1.108925514,0.310430045,3.572223542,3.53963e-4,0.002399219
IL20RA,70.56462635,1.107964476,0.200657337,5.521674375,3.36e-8,1.06e-6
LOC105374662,3.760240194,1.107209508,0.389316722,2.843981379,0.004455365,0.018698788
ALDH1A1,1295.705196,1.106868759,0.202576858,5.463944755,4.66e-8,1.4e-6
CCN2,459.431503,1.106058717,0.207666066,5.326140843,1e-7,2.7e-6
ANTXRL,2.489833308,1.105339969,0.44162762,2.502877808,0.012318807,0.042346992
PIEZO2,880.6266271,1.105289989,0.419490834,2.634837048,0.008417768,0.031250016
KLHL6,53.09745875,1.105074959,0.194173334,5.691177766,1.26e-8,4.7e-7
RNU5F-1,15.30572298,1.104647944,0.328000581,3.367823131,7.57642e-4,0.004438326
ST3GAL5-AS1,43.21459124,1.104482081,0.405488957,2.72382777,0.006453015,0.025250366
IER2,349.4113022,1.104481918,0.241225148,4.578635058,4.68e-6,6.93e-5
NHLRC4,11.53627057,1.102539651,0.340291246,3.239988284,0.001195346,0.006471706
ABCA8,1421.353073,1.102171447,0.32305009,3.411766417,6.45434e-4,0.003908329
GAL3ST1,203.8613662,1.102006241,0.28472578,3.870412588,1.08651e-4,9.16302e-4
LOC105374759,2.505196005,1.101923009,0.414898265,2.655887245,0.007910006,0.02974261
LOC101927053,7.810042925,1.101877209,0.404983414,2.720795893,0.006512496,0.025441749
LIX1,1056.28328,1.099841499,0.167009395,6.585506744,4.53e-11,4.04e-9
MPZ,51.20977606,1.099343143,0.429550874,2.559285081,0.010488769,0.03720356
SPOCD1,14.37542456,1.099245491,0.299823247,3.666311736,2.46074e-4,0.00179384
MBP,112250.9619,1.098828394,0.412259675,2.665379275,0.007690154,0.02907668
CELSR1,24.79245313,1.097909197,0.368383575,2.980342424,0.002879263,0.013155892
LINC02910,9.979773856,1.097365427,0.26140944,4.197879877,2.69e-5,2.96406e-4
ZBP1,3.956060789,1.096100468,0.393759585,2.783679458,0.005374612,0.021810747
LOC105372692,5.150168275,1.095783664,0.439715162,2.492030654,0.012701507,0.0433564
PRRX1,341.0243219,1.095448842,0.157203932,6.968329784,3.21e-12,4.38e-10
LDLRAP1,385.5476666,1.095023547,0.308295679,3.551861487,3.82516e-4,0.002559574
SOX10,1285.564586,1.094341665,0.285422113,3.834116607,1.26016e-4,0.001035376
APLN,598.5943857,1.093176022,0.172597202,6.333683348,2.39e-10,1.63e-8
COL4A5,1599.624008,1.092625064,0.320496301,3.409165915,6.51618e-4,0.00394044
EFS,590.6977402,1.0920752,0.269530498,4.051768569,5.08e-5,4.96699e-4
SPATA18,51.54574211,1.091138538,0.332405781,3.282549819,0.001028728,0.005695259
EFHD1,1645.420768,1.091074936,0.231853355,4.705883759,2.53e-6,4.17e-5
PRRG4,43.7752273,1.089334013,0.193874264,5.618765446,1.92e-8,6.67e-7
DYNLRB2,25.23884837,1.089112455,0.275873798,3.947864791,7.89e-5,7.09548e-4
ADGRE5,163.8408015,1.088585093,0.212000427,5.134825001,2.82e-7,6.49e-6
LOC105375423,5.287021178,1.088183223,0.34749181,3.13153632,0.001738943,0.008783888
LOC105373334,11.10346963,1.085856602,0.259360068,4.186676113,2.83e-5,3.0837e-4
LINC00601,27.94872773,1.08550453,0.377102807,2.87853739,0.003995239,0.017074586
HOMER3,306.4414372,1.085049803,0.131529716,8.249465108,1.59e-16,8.58e-14
ZNF488,418.4024766,1.08185848,0.139197303,7.772122429,7.72e-15,2.34e-12
SPX,682.5337244,1.081827507,0.192308113,5.625490737,1.85e-8,6.49e-7
LOC105378548,33.8529765,1.081582252,0.441494288,2.44982162,0.0142927,0.047644364
KCNA5,87.96469148,1.081526218,0.190118154,5.688705651,1.28e-8,4.76e-7
SHISA2,67.83307051,1.079772127,0.369119675,2.925262999,0.003441652,0.015153731
LINC01470,22.03170131,1.079503313,0.348781856,3.095067292,0.001967682,0.009693725
TANC1,847.8782339,1.079164193,0.146779655,7.352273653,1.95e-13,3.88e-11
GLTP,1105.162541,1.079118895,0.259011027,4.166304846,3.1e-5,3.31827e-4
B3GALT5-AS1,26.18467473,1.078856569,0.21832435,4.941531106,7.75e-7,1.53e-5
RNU5D-1,18.84629378,1.078513039,0.316801028,3.404386174,6.63129e-4,0.003989231
RHOG,443.2500136,1.077930395,0.240508158,4.48188704,7.4e-6,1.01612e-4
BTG2-DT,7.223802941,1.076272603,0.301966571,3.564211101,3.64952e-4,0.00246038
EQTN,10.19357306,1.075335823,0.419485892,2.563461239,0.010363427,0.036846694
COL9A3,776.030219,1.075261998,0.266509359,4.034612526,5.47e-5,5.2734e-4
ZDHHC9,1586.986497,1.075169963,0.257737326,4.17157259,3.03e-5,3.26146e-4
COL9A2,1150.17148,1.074308636,0.238142572,4.511199428,6.45e-6,9.1e-5
CLDND1,6592.298092,1.073157938,0.298696986,3.592798013,3.27146e-4,0.002247146
CD74,4175.912001,1.07279924,0.178232555,6.01909814,1.75e-9,8.84e-8
CFAP53,37.54018224,1.072394946,0.260910599,4.110200775,3.95e-5,4.06108e-4
LOC102724587,4.238764028,1.072054983,0.360972592,2.969906873,0.0029789,0.013514029
BTG2,1035.06056,1.071345674,0.236417167,4.53159001,5.85e-6,8.39e-5
SNAI1,13.48132058,1.071031785,0.264385747,4.051019382,5.1e-5,4.9804e-4
RNASE1,2064.065061,1.070904803,0.269463658,3.974208659,7.06e-5,6.48477e-4
PLPP2,346.2543157,1.069863094,0.338433689,3.16121926,0.001571102,0.008091627
TSPAN18,104.0916757,1.067971434,0.230892219,4.625411114,3.74e-6,5.75e-5
AR,127.4782224,1.067840639,0.230238985,4.637966241,3.52e-6,5.47e-5
FKBP5,539.3018867,1.067489957,0.205101367,5.20469451,1.94e-7,4.71e-6
VRK2,399.6076381,1.067414279,0.329098739,3.243446881,0.001180928,0.006409173
MIR7845,4.92453636,1.067124639,0.381353566,2.798255307,0.005137948,0.021019368
C5AR1,47.3980088,1.066926409,0.250137344,4.265362355,2e-5,2.31445e-4
BLID,11.78340962,1.066589175,0.402756861,2.648220995,0.008091661,0.030283719
NUP62CL,6.150770092,1.066349484,0.383997557,2.77696945,0.005486834,0.022151232
LOC100126584,3.786434496,1.066175195,0.418324821,2.548677825,0.010813214,0.038099533
LOC105377035,4.645308461,1.064848112,0.35082603,3.035259707,0.002403286,0.011398215
LINC02177,58.70180301,1.064777601,0.315087309,3.379309702,7.26681e-4,0.00429242
IGDCC4,356.8128013,1.06411011,0.186581079,5.703204833,1.18e-8,4.44e-7
LOC102724768,18.37822004,1.064020077,0.37762333,2.81767569,0.004837264,0.020014325
LOC107986722,8.15129917,1.063951514,0.349970249,3.040119886,0.00236484,0.011248269
BOK,1204.491874,1.061796581,0.300326908,3.535469356,4.07051e-4,0.002690289
SYNGR2,547.3603394,1.061143365,0.229622159,4.621258555,3.81e-6,5.85e-5
IGSF5,21.60258725,1.060245386,0.230746223,4.594854779,4.33e-6,6.48e-5
EGR1,790.2433559,1.058653356,0.284220769,3.724757197,1.95503e-4,0.001485407
CCNE2,121.5944723,1.058075317,0.314885849,3.360186938,7.78898e-4,0.004539501
ENTPD2,98.8660413,1.055771848,0.258936138,4.077344533,4.56e-5,4.5521e-4
MORC1,13.78686307,1.055764134,0.293642182,3.595410328,3.23881e-4,0.002232066
SOCS3,83.73917296,1.054909325,0.376457909,2.802197273,0.005075583,0.020813215
LOC105377945,15.00781188,1.054908558,0.307053045,3.43559061,5.91264e-4,0.003642343
ARRDC5,12.85992412,1.054184146,0.309796449,3.402828375,6.66922e-4,0.004005114
LINC02828,3.351647481,1.052680468,0.404346206,2.603413737,0.009230049,0.033600286
LOC643327,9.551844094,1.052177212,0.342836697,3.069033221,0.002147527,0.010409268
ZBTB47-AS1,43.78892993,1.051923415,0.274413374,3.833353309,1.26408e-4,0.001037257
LINC02984,163.9400406,1.050157084,0.211927405,4.955267971,7.22e-7,1.44e-5
H2AC16,5.202329076,1.050102929,0.412572381,2.545257458,0.010919719,0.038388335
LINC01736,68.00456549,1.049689056,0.194902425,5.385715728,7.22e-8,2.03e-6
ADRA1A,701.0373112,1.049684579,0.237790039,4.414333678,1.01e-5,1.30728e-4
HHIP,2134.517282,1.049636606,0.318013938,3.300599382,9.64785e-4,0.005395211
STC2,11.11937268,1.049113774,0.36549936,2.87035735,0.004100081,0.017460644
DNAH9,214.5472149,1.048639889,0.265596218,3.948248572,7.87e-5,7.0882e-4
TMEM156,41.10179797,1.048350091,0.166074601,6.312525131,2.75e-10,1.84e-8
LOC105378102,13.91674079,1.045288254,0.299026502,3.4956375,4.72931e-4,0.003030667
NCF1,29.42304133,1.044699556,0.226544385,4.611456411,4e-6,6.08e-5
LRRIQ1,73.42043854,1.044177637,0.281431697,3.710234666,2.07067e-4,0.001557384
SSPN,874.6501728,1.044056877,0.168033545,6.213383644,5.19e-10,3.14e-8
LOC643201,10.86337211,1.043800501,0.289593467,3.604364811,3.12917e-4,0.002174261
CLMP,99.97809087,1.043730044,0.226831979,4.601335526,4.2e-6,6.33e-5
PLEKHG3,1618.525727,1.043694673,0.306872913,3.401064831,6.71239e-4,0.004024862
APOBR,21.29700361,1.043066342,0.222441726,4.689166742,2.74e-6,4.45e-5
COQ7-DT,5.507098178,1.042603062,0.390148534,2.672323413,0.007532801,0.028588824999999998
